tweet_id,ArrivalTimestamp,display_name,user_name,user_id,tweet_text,word_count_on_text,hashtags_from_text,hashtags_count,sentiment
1.59E+18,22/11/2022 12:44,Onie Mills,OnieMills9,1.46E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:44,Philomena Hanson,VicArtsMrktg,394879099,"Revising this tweet… #TimWeah first American player, born since 2000, to score in #WorldCup2022. Play on talented youth! https://t.co/CmKYYf5thz",19,#TimWeah #WorldCup2022.,2,NEUTRAL
1.59E+18,22/11/2022 12:44,Genevieve Osinski,GenevieveOsins1,1.46E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:44,Axs777,LonelyAxs1,1.44E+18,@TopGoal_NFT Argentina wins,3,,0,NEUTRAL
1.59E+18,22/11/2022 12:44,Samrat,hhshantox10,1.18E+18,"Come join @zgtoday in ZG Airdrop Fiesta 
#ZG #ZGToday #ZGAirdrop #WorldCup2022 #FIFAWorldCup
https://t.co/rZn4tfy8A5",13,#ZG #ZGToday #ZGAirdrop #WorldCup2022 #FIFAWorldCup,5,NEUTRAL
1.59E+18,22/11/2022 12:44,Minhazul Alam,Minhazu57727374,1.53E+18,"RT @KuWallet: #KuCoinWallet #WorldCup2022 Winner Predictions has started!🎉

Invite your friends and predict-to-win a share of $30,000!🎁

⚽️…",18,#KuCoinWallet #WorldCup2022,2,NEUTRAL
1.59E+18,22/11/2022 12:44,Dapryde,Dapryde1,1.13E+18,"RT @ArsenalNigeria_: DID YOU KNOW?

Aged 21 years and 77 days, Bukayo Saka became the youngest player to score more than once in a single w…",26,,0,NEUTRAL
1.59E+18,22/11/2022 12:44,Riny ヅ,ItsmeRiny,3101567704,"RT @wikileaks: Football Legend Eric Cantona reminds football fans: ""Let's not forget Julian Assange. A journalist jailed in England for pub…",21,,0,NEUTRAL
1.59E+18,22/11/2022 12:44,Hattie Collins,HattieC68947823,1.52E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:44,Footballhome,footballhomevn,1.10E+18,"Germany Predicted Lineup vs Japan ⚫⚪ World Cup 2022
#germany #worldCup #worldcup2022 #qatar2022 #sané #gnabry #gündoğan #kimmich #rudiger #sule #neuer #timowerner #sergegnabry #davidraum #hansiflick
 https://t.co/OgpumrywTq via @YouTube https://t.co/IJKhl48qyr",28,#germany #worldCup #worldcup2022 #qatar2022 #sané #gnabry #gündoğan #kimmich #rudiger #sule #neuer #timowerner #sergegnabry #davidraum #hansiflick,15,NEUTRAL
1.59E+18,22/11/2022 12:44,max gilani,Gilani99Max,1351649731,@LauraMcAllister @FIFAWorldCup @Cymru Excuse me laura but i think you &amp; alot of LGBT people need to understand that rules are rules this is non Christian muslim country &amp; have religuoys &amp; traditional sentimental values so would  need to show respect you're not back home,45,,0,NEGATIVE
1.59E+18,22/11/2022 12:44,tarkam,tarkamAtLarge,1.15E+18,@LauraMcAllister @FIFAWorldCup @Cymru I don’t understand. When westerners are at homes they want to stand up for “their values”. When they see immigrants they want them to respect “their values” or get out &amp; when they go abroad they want “their values” to be prioritised over the local culture. Colonise them again!,52,,0,NEGATIVE
1.59E+18,22/11/2022 12:44,Eleanor Banks,Eleanor57042257,1.52E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,"Hey, look here💕",Nono83093280,1.33E+18,"Cute soccer baby⚽️⚽️
#WorldCup2022 #wordcup2022 https://t.co/sqC9NKAB1A",6,#WorldCup2022 #wordcup2022,2,POSITIVE
1.59E+18,22/11/2022 12:45,Hamma Gunner,hammakouri11,2817410765,"Yes, Alhamdoulillah finally we can enjoy a FIFA world cup without drunk freaks crimes and without the shit that you named #OneLove https://t.co/AdE2zRkTNF",23,#OneLove,1,POSITIVE
1.59E+18,22/11/2022 12:45,Diane kebbong,dianeroseweLN,1.53E+18,"RT @BirbDefi: World Cup Giveaway🦜🎉

We are giving away $50 BUSD to celebrate the #WorldCup2022!⚽️🥳

Rules:
1. Follow @BirbDefi
2. Like/RT
3…",22,#WorldCup2022!⚽️🥳,1,NEUTRAL
1.59E+18,22/11/2022 12:45,هەموو ژیناین,zhinakan,1.46E+18,"Isalamic Republic and IRGC have sent armed troops to #Kurdistan, #Mahabad, #JavanRood, #Kermanshah, #Piranshahr and are using Heavy weapons against unarmed civilians to silence their voice. Numbers have been killed and injured.
#WorldCup
#WorldCup2022 
#FIFAWorldCup2022 https://t.co/5pVLzlSBmv",36,"#Kurdistan, #Mahabad, #JavanRood, #Kermanshah, #Piranshahr #WorldCup #WorldCup2022 #FIFAWorldCup2022",8,NEUTRAL
1.59E+18,22/11/2022 12:45,Nakul Zenc,NakulZenc,1.43E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,Alishh..(33.3%),Alishbrian,1.53E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,lailalut3,lailalut3,1.52E+18,"RT @SecondLiveReal: ⚽️ #SecondLive &amp; @BNBCHAIN #WorldCup2022 Online Campaign starts!

🤑We have prepared four activities: Predict Matches, F…",18,#SecondLive #WorldCup2022,2,NEUTRAL
1.59E+18,22/11/2022 12:45,tez348927,Aman3481,1.37E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,Homsah,Homsah20,1.47E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,Soepriadi57 | Beta Release 3rd Nov,soepriadi57,1.11E+18,Good project @Jsn_111333 @Mantapu2 @mantapacific #AptosLeague #Worldcup #GameFi https://t.co/u9gdeor5u1,9,#AptosLeague #Worldcup #GameFi,3,POSITIVE
1.59E+18,22/11/2022 12:45,Bookies88 Latam,Bookies88Latam,1.51E+18,"#WORLDCUP2022 ENHANCED SPECIAL BETS
#ArgentinaVsSaudiArabia &amp; #DenmarkvsTunisia
1000 ODDS on Each Team to Score, Each Team Over 3 Corners, &amp; Each Team Over 1 Card.

Megapari | €$100 Bonus | promo code👉m_1833

#Argentina #SaudiArabia #saudi_argentina #Denmark #Tunisia #Qatar2022 https://t.co/3eIl28Juid",39,#WORLDCUP2022 #ArgentinaVsSaudiArabia #DenmarkvsTunisia #Argentina #SaudiArabia #saudi_argentina #Denmark #Tunisia #Qatar2022,9,NEUTRAL
1.59E+18,22/11/2022 12:45,Jack Patmore,jpjournalism_,1.45E+18,"Today's FIFA World Cup matches:

🇦🇷 Argentina vs Saudi Arabia 🇸🇦 (ITV - 10AM)
🇩🇰 Denmark vs Tunisia 🇹🇳 (ITV - 1PM)
🇲🇽Mexico vs Poland 🇵🇱 (BBC One - 4PM)
🇫🇷 France vs Australia 🇦🇺 (BBC One - 7PM)

#FIFAWorldCup #WorldCup2022 #WorldCup",42,#FIFAWorldCup #WorldCup2022 #WorldCup,3,NEUTRAL
1.59E+18,22/11/2022 12:45,Kompreng(NEVER DM YOU FIRST),ajip49744,1.47E+18,"RT @TopGoal_NFT: Enjoy #WorldCup2022 with TopGoal
Predict Match Results, Split Jackpot 

🎲Predict Winning team, draw 2 with 50TMT
🎲Predict…",19,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,Zoefn 1804,1804Zoefn,1.49E+18,"RT @gambabit: $50 #WorldCup Giveaway🕊️

To Enter :
⚽️ Like + RT
⚽️ Guess the score of #Argentina vs #SaudiArabia 
⚽️ Follow Us

1 Lucky Win…",26,#WorldCup #Argentina #SaudiArabia,3,NEUTRAL
1.59E+18,22/11/2022 12:45,Chelsy,chelsy2320,1.52E+18,"RT @Hyperpay_tech: Let's celebrate #WorldCup2022!

Have a guess! Will England take first place in 2022 #FIFAWorldCup, Group B? 😆

Bet on it…",22,"#WorldCup2022! #FIFAWorldCup,",2,POSITIVE
1.59E+18,22/11/2022 12:45,margie_king 💙,margieking11,1076859067,@MemoryMentalist This is wonderful news! Football and SABC lucky to have you,12,,0,POSITIVE
1.59E+18,22/11/2022 12:45,Your Betting Offers,Betting_Offers2,4899588123,"Betting with Betvictor
The Online Gambling Company

1. Opt-In via Offers tab
2. Place your first bet £5
3. Get £30 Bonus
Link below
https://t.co/BvAoi9DKmW

.
18+T&amp;Cs GambleAwear
#Qatar2022 | #FIFAWorldCup 
#sportsbetting #WorldCup2022 #gamblingtwitter
#HorseRacing #betting.3 https://t.co/XrNg72IHkz",37,#Qatar2022 #FIFAWorldCup #sportsbetting #WorldCup2022 #gamblingtwitter #HorseRacing #betting.3,7,NEUTRAL
1.59E+18,22/11/2022 12:45,هەموو ژیناین,zhinakan,1.46E+18,"Isalamic Republic and IRGC have sent armed troops to #Kurdistan, #Mahabad, #JavanRood, #Kermanshah, #Piranshahr and are using Heavy weapons against unarmed civilians to silence their voice. Numbers have been killed and injured.
#WorldCup
#WorldCup2022 
#FIFAWorldCup2022 https://t.co/376DzHpby9",36,"#Kurdistan, #Mahabad, #JavanRood, #Kermanshah, #Piranshahr #WorldCup #WorldCup2022 #FIFAWorldCup2022",8,NEUTRAL
1.59E+18,22/11/2022 12:45,Fatih Akbulut,FatihAk73781550,1.46E+18,"RT @TheMonkeyLeague: MonkeyFans!
 
On Nov 27th the World Cup 2022 hits the MonkeyTrain w/ ML World Cup Breeding!
 
🇦🇷 24 countries
⚽️ 1 in…",24,,0,NEUTRAL
1.59E+18,22/11/2022 12:45,PG Trick,Incomebapu,1.42E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,世界杯/天博体育/爱游戏/加拿大28/卡塔尔世界杯/亿博/MG电子游戏/英皇/足球,KellyRa53612310,1.58E+18,Wallis Wheatley #利物浦 Tracy Barrie Gilbert Edgeworth #e世博 Harvey Hill #WorldCup2022  https://t.co/Zn6vuyILex,12,#利物浦 #e世博 #WorldCup2022,3,NEUTRAL
1.59E+18,22/11/2022 12:45,Azlifa Abdulla,AzuAzlifa,2839203702,RT @Tholal: Thank you very much @hussainfiyaz @AzuAzlifa &amp; @AdhadhuMV for the #BoalhaEid booklet of #WorldCup2022 🙏🇦🇷🇪🇸,17,#BoalhaEid #WorldCup2022,2,POSITIVE
1.59E+18,22/11/2022 12:45,"Kaya Genç, PhD",kayagenc,150178218,RT @JFSteinfeld: Fascinating read here from @kayagenc - football fans turned out in large numbers during #Geziprotests and for this reason…,21,#Geziprotests,1,POSITIVE
1.59E+18,22/11/2022 12:45,Online Casino Philippines,casinoph291,1.53E+18,"⚽️🇶🇦 Predict the results of the 2022 World Cup 🇶🇦⚽️
ARGENTINA 🇦🇷 VS SAUDI ARABIA 🇸🇦 
1. Deposit in the same day that have football match
2. Fill the google form 
3. Wait until the result come out &amp; Get you bonus 
https://t.co/rHgiz13jyY
#lodibetgaming #Philippines #WorldCup2022 https://t.co/5hThOcVw0F",47,#lodibetgaming #Philippines #WorldCup2022,3,NEUTRAL
1.59E+18,22/11/2022 12:45,Bookies88 Japan,Bookies88Japan,1.51E+18,"#WORLDCUP2022 ENHANCED SPECIAL BETS
#ArgentinaVsSaudiArabia &amp; #DenmarkvsTunisia
1000 ODDS on Each Team to Score, Each Team Over 3 Corners, &amp; Each Team Over 1 Card.

Megapari | €$100 Bonus | promo code👉m_1833

#Argentina #SaudiArabia #saudi_argentina #Denmark #Tunisia #Qatar2022 https://t.co/9L5Gg6KnSR",39,#WORLDCUP2022 #ArgentinaVsSaudiArabia #DenmarkvsTunisia #Argentina #SaudiArabia #saudi_argentina #Denmark #Tunisia #Qatar2022,9,NEUTRAL
1.59E+18,22/11/2022 12:45,Goldencharé🇨🇲🇳🇬🇸🇦🇬🇧,Goldenchare,1.22E+18,"RT @Raptors: Who’s watching #FIFAWorldCup right now?  

Does P have the 👣 to join a team #WorldCup2022 https://t.co/YTvgt6iecY",18,#FIFAWorldCup #WorldCup2022,2,NEUTRAL
1.59E+18,22/11/2022 12:45,Vishal Arora,VishalA20043306,1.50E+18,@policybazaar @pen5ta I have got no update. Pre-sales stage entire sales force is behind the customer and after making the payment ur entire System acts a bureaucratic operation. No one has the curtesy to call back for resolution of this concern,41,,0,NEGATIVE
1.59E+18,22/11/2022 12:45,❝οℓєκ❞ 💙💛,Olek_loolek,1.07E+18,RT @FahadAlkubaisi: I can’t express my gratitude and happiness for my participation in the biggest event of all times the World Cup in my c…,25,,0,POSITIVE
1.59E+18,22/11/2022 12:45,Turkish2:Electric_boogaloo,Turkish_Pt2,1.56E+18,@JustStop_Oil Armchair activist. Sat there safely tweeting. Whilst others have broken the law and pay the price. They did what they did and are now suffering from the consequences of their actions.,32,,0,NEGATIVE
1.59E+18,22/11/2022 12:45,Gourav Roy.lens,GouravDuttaRoy,326698691,"@binary_x @SecondLiveReal Another great event... Hope to be win this time... 
@PritiDuttaRoy1 
@Duttaroy11 
@Gdr07959479",14,,0,POSITIVE
1.59E+18,22/11/2022 12:45,Winner11235813,WINNER11235813,1.54E+18,"RT @gambabit: $50 #WorldCup Giveaway🕊️

To Enter :
⚽️ Like + RT
⚽️ Guess the score of #Argentina vs #SaudiArabia 
⚽️ Follow Us

1 Lucky Win…",26,#WorldCup #Argentina #SaudiArabia,3,NEUTRAL
1.59E+18,22/11/2022 12:45,☾⋆Nilu⁷💜🦋।।military wife।।,kitty_bloom7,1.37E+18,RT @FahadAlkubaisi: I can’t express my gratitude and happiness for my participation in the biggest event of all times the World Cup in my c…,25,,0,POSITIVE
1.59E+18,22/11/2022 12:45,Ahmed Shakil,ahmedshakil3612,1.44E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,Elizabeth Toni,elizabethtoni,19143837,"RT @AmnestyIran: As the world's attention is turned to the #ENGIRN game, let's remember the faces of children killed by Iran's security for…",23,#ENGIRN,1,NEGATIVE
1.59E+18,22/11/2022 12:45,Timilehin Afolayan,AFOPhebe1,1.59E+18,@feedpayhq @sendscrim Argentina will win.,5,,0,NEUTRAL
1.59E+18,22/11/2022 12:45,lailalut3,lailalut3,1.52E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,guntax,guntax59,494929213,"RT @gnuseibeh: Qatar World Cup so far:

1. Invited extremist preacher banned from Britain to preach to Muslim fans 🇬🇧 
2. Banned Jewish wor…",24,,0,NEGATIVE
1.59E+18,22/11/2022 12:45,『𝙈𝙊𝙊𝙉𝙇𝙄𝙂𝙃𝙏』 ۲۷،۲۸،۲۹,thisissomeoneh,1.49E+18,"RT @AmnestyIran: As the world's attention is turned to the #ENGIRN game, let's remember the faces of children killed by Iran's security for…",23,#ENGIRN,1,NEGATIVE
1.59E+18,22/11/2022 12:45,͏͏ ͏͏ ͏,chambaeschambaa,1.51E+18,"RT @gambabit: $50 #WorldCup Giveaway🕊️

To Enter :
⚽️ Like + RT
⚽️ Guess the score of #Argentina vs #SaudiArabia 
⚽️ Follow Us

1 Lucky Win…",26,#WorldCup #Argentina #SaudiArabia,3,NEUTRAL
1.59E+18,22/11/2022 12:45,Agastya Patel,apgus17,8.31E+17,Who’s staying up to watch the goat #WorldCup2022,8,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,MEDFPL,MED_FPL,1.54E+18,"Just One yellow card was enough, to make them betrayed a the whole case. 😂

 #FIFAWorldCup 
#WorldCup2022",17,#FIFAWorldCup #WorldCup2022,2,NEUTRAL
1.59E+18,22/11/2022 12:45,Bob,Bob77364391,1.56E+18,@LauraMcAllister @FIFAWorldCup @Cymru That's the same as what they are doing why are you any different,16,,0,NEUTRAL
1.59E+18,22/11/2022 12:45,GIA THIEU,longgia453,1.59E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,Marko K.,8Logitech,1.55E+18,"@Prosperpredict Lets bet on how many coins will Prosper team dump it in the 7 days, 3 million or maybe 8 or maybe more 😅",25,,0,NEUTRAL
1.59E+18,22/11/2022 12:45,Debajit mallik,MallikDebajit,1.39E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,Md Abdus Samad,MdAbdus71612663,1.36E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,Azlifa Abdulla,AzuAzlifa,2839203702,"RT @Imthiyazfahmy: Thank you very much @AdhadhuMV for the #WorldCup2022 mag. Very useful info! 🙏 ⚽️ 

#BoalhaEid",17,#WorldCup2022 #BoalhaEid,2,POSITIVE
1.59E+18,22/11/2022 12:45,Winner11235813,WINNER11235813,1.54E+18,"@gambabit Argentina winner
3 0",5,,0,NEUTRAL
1.59E+18,22/11/2022 12:45,इश्क़,Unavailablebae,137725828,"RT @gnuseibeh: Qatar World Cup so far:

1. Invited extremist preacher banned from Britain to preach to Muslim fans 🇬🇧 
2. Banned Jewish wor…",24,,0,NEGATIVE
1.59E+18,22/11/2022 12:45,SAMRIDH,ManojKu35621135,1.54E+18,"RT @AnonOpsSE: Not sure who this woman is, but she has definitely more balls then any of the football player.

Bravo!

#WorldCup2022 #Boyco…",23,#WorldCup2022 #Boyco…,2,POSITIVE
1.59E+18,22/11/2022 12:45,Bookies88 Arabic,Bookies88arabic,1.51E+18,"#WORLDCUP2022 ENHANCED SPECIAL BETS
#ArgentinaVsSaudiArabia &amp; #DenmarkvsTunisia
1000 ODDS on Each Team to Score, Each Team Over 3 Corners, &amp; Each Team Over 1 Card.

Megapari | €$100 Bonus | promo code👉m_1833

#Argentina #SaudiArabia #saudi_argentina #Denmark #Tunisia #Qatar2022 https://t.co/kdWYYr5yFY",39,#WORLDCUP2022 #ArgentinaVsSaudiArabia #DenmarkvsTunisia #Argentina #SaudiArabia #saudi_argentina #Denmark #Tunisia #Qatar2022,9,NEUTRAL
1.59E+18,22/11/2022 12:45,Sadaf Hasan,Sha_san1,1.57E+18,"RT @Transctimes: Human rights activists protest  against the games and Qatar officials over what they say are human rights issues

""They're…",21,,0,NEGATIVE
1.59E+18,22/11/2022 12:45,Romi Chase,romi_chase,1.08E+18,"RT @romi_chase: You can take me out of Poland 🇵🇱 but you can’t take Poland out of me! 😆 go Poland 🇵🇱 ⚽️ 🦅 !! #WorldCup #WorldCup2022 
•
htt…",29,#WorldCup #WorldCup2022,2,NEUTRAL
1.59E+18,22/11/2022 12:45,Muhammad Saeed,Muhamma19296287,1.44E+18,"RT @boltplus: The team is excited to announce #GetBolted Football Frenzy 2022!! ⚡️⚡️

This is a fun content-creation campaign for everyone…",21,#GetBolted,1,POSITIVE
1.59E+18,22/11/2022 12:45,"Fha-Dhang 🐐 pre 💜 🔌.lens (🌸, 🌿) (💙,🧡)",Fadang_19,1.37E+18,"@TopGoal_NFT Predict Winning TEAM ARGENTINA 
Predict Score, 5-1
Predict Winning team+Score, ARGENTINA (5) - Saudi (1)",16,,0,NEUTRAL
1.59E+18,22/11/2022 12:45,zazii,walda87,9.52E+17,"RT @gambabit: $50 #WorldCup Giveaway🕊️

To Enter :
⚽️ Like + RT
⚽️ Guess the score of #Argentina vs #SaudiArabia 
⚽️ Follow Us

1 Lucky Win…",26,#WorldCup #Argentina #SaudiArabia,3,NEUTRAL
1.59E+18,22/11/2022 12:45,Dharmesh Mer,DharmeshMer16,1.41E+18,"RT @FootEarn: 💥 ""FOOTEARN'S WORLDCUP EVENT"" STARTS NOW‼️

➡️FootEarn's World Cup event is new operation model, extremely attractive, play i…",20,,0,POSITIVE
1.59E+18,22/11/2022 12:45,Hsa Htoo,HsaHtoo12,1.57E+18,"RT @cctip_com: 🎉World Cup is calling you! Cheers with Qatar &amp; Cwallet! 

🎁Win World Cup OAT 2022 Limited Collection 

👉Join Campaign: https…",22,,0,POSITIVE
1.59E+18,22/11/2022 12:45,Lexi-Ashley 🍃,Beauty15843092,1.51E+18,"RT @BirbDefi: World Cup Giveaway🦜🎉

We are giving away $50 BUSD to celebrate the #WorldCup2022!⚽️🥳

Rules:
1. Follow @BirbDefi
2. Like/RT
3…",22,#WorldCup2022!⚽️🥳,1,NEUTRAL
1.59E+18,22/11/2022 12:45,John Strange 🇳🇬 🇷🇺 🇳🇬 🇷🇺,JohnStr46751769,1.52E+18,"RT @ShehabBawazeer2: “When the tanks with the #German swastika entered, we realized that we had to leave”

Nazis will be defeated again.
#K…",23,#German #K…,2,NEGATIVE
1.59E+18,22/11/2022 12:45,Zainulabideen,Zainula12141214,1.56E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,Ramiro,Ramiro72134850,1.43E+18,"RT @WinGoalNFT: ⚽#WorldCup2022 Prediction with #WinGoal⚽
🤩🇦🇷vs🇸🇦 at 10 AM 22 Nov UTC
🤔Guess how many goal(s) will #Messi𓃵 score (0️⃣,1️⃣,…",21,#WinGoal⚽ #Messi𓃵,2,NEUTRAL
1.59E+18,22/11/2022 12:45,CALDANCE,caloriedance,1.53E+18,"Hello CALDANCER, which player do you expect to make the first bicycle kick in 2022 FIFAworldcup?

#WorldCup #WorldCup2022 #CALDANCE #Bike #bicyclekick #BICYCLE https://t.co/r32URzRQrd",23,#WorldCup #WorldCup2022 #CALDANCE #Bike #bicyclekick #BICYCLE,6,NEUTRAL
1.59E+18,22/11/2022 12:45,هەموو ژیناین,zhinakan,1.46E+18,"Isalamic Republic and IRGC have sent armed troops to #Kurdistan, #Mahabad, #JavanRood, #Kermanshah, #Piranshahr and are using Heavy weapons against unarmed civilians to silence their voice. Numbers have been killed and injured.
#WorldCup
#WorldCup2022 
#FIFAWorldCup2022 https://t.co/kzfcKJsKT6",36,"#Kurdistan, #Mahabad, #JavanRood, #Kermanshah, #Piranshahr #WorldCup #WorldCup2022 #FIFAWorldCup2022",8,NEUTRAL
1.59E+18,22/11/2022 12:45,Colette,Colette4656,1.52E+18,@LolweTv Wales only scores in Pks,6,,0,NEUTRAL
1.59E+18,22/11/2022 12:45,Eren Kahraman,ernkhrm,544196185,"RT @TopGoal_NFT: Enjoy #WorldCup2022 with TopGoal
Predict Match Results, Split Jackpot 

🎲Predict Winning team, draw 2 with 50TMT
🎲Predict…",19,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:45,Lexi-Ashley 🍃,Beauty15843092,1.51E+18,"@BirbDefi I'm loving this 

Friends check this out @sumptuous_Lolo @grelydia @wuberry555",11,,0,POSITIVE
1.59E+18,22/11/2022 12:45,Crypto32,JeremiaSebulon,1.27E+18,@gambabit Argentina win 6-1,4,,0,NEUTRAL
1.59E+18,22/11/2022 12:45,Citra Marwa,CitraMarwa5,1.59E+18,"RT @SecondLiveReal: ⚽️ #SecondLive &amp; @BNBCHAIN #WorldCup2022 Online Campaign starts!

🤑We have prepared four activities: Predict Matches, F…",18,#SecondLive #WorldCup2022,2,NEUTRAL
1.59E+18,22/11/2022 12:45,chị Phương ú,phuongbac236,1.58E+18,"RT @Helia_m00n: Thanks @10KWorldCup @Johnsonweb3eth Airdrop❤️‍🔥 
I’ll give it to the community! Anyone want Brazil?⚽️

To enter:
1. Follow…",19,,0,POSITIVE
1.59E+18,22/11/2022 12:45,i.hate.my.life,ihatemylife7u7,1.55E+18,"RT @gambabit: $50 #WorldCup Giveaway🕊️

To Enter :
⚽️ Like + RT
⚽️ Guess the score of #Argentina vs #SaudiArabia 
⚽️ Follow Us

1 Lucky Win…",26,#WorldCup #Argentina #SaudiArabia,3,NEUTRAL
1.59E+18,22/11/2022 12:45,Raise Your Voice For Palestinians 🇲🇻🇵🇸,ISWPalestine1,1.35E+18,"RT @Sarah_Hassan94: Israeli occupation siege on Gaza denies Palestinians in Gaza their right to move freely and attend the #WorldCup2022, y…",21,"#WorldCup2022,",1,NEGATIVE
1.59E+18,22/11/2022 12:45,世界杯/天博体育/爱游戏/加拿大28/卡塔尔世界杯/亿博/MG电子游戏/英皇/足球,TaylorLancelot2,1.58E+18,Booth Pullman #WorldCup2022 Barnett Strong Elvira Andrew #找路子 Xavier Bess #哈希彩票  https://t.co/o6dKvkzsKg,12,#WorldCup2022 #找路子 #哈希彩票,3,NEUTRAL
1.59E+18,22/11/2022 12:45,Areeb,LikanLord,79737789,How's he gonna support if he ain't watching any game? 😂 😂 😂 https://t.co/HUPayHbtn9,14,,0,NEUTRAL
1.59E+18,22/11/2022 12:46,saris,_itspjmluv,7.80E+17,RT @FahadAlkubaisi: I can’t express my gratitude and happiness for my participation in the biggest event of all times the World Cup in my c…,25,,0,POSITIVE
1.59E+18,22/11/2022 12:46,Omirossby Kritikos,xumiyv29mbnoa,1.53E+18,#亚博 #WorldCup2022 #开云 Brady Webb Grover Hugh Harlan Nicholas Franklin Macaulay Patrick Dewar Lucy Roger Irene Warren https://t.co/J1vmhU5BsI,18,#亚博 #WorldCup2022 #开云,3,NEUTRAL
1.59E+18,22/11/2022 12:46,Rogue,RogueLejyon,1.57E+18,"RT @TopGoal_NFT: Enjoy #WorldCup2022 with TopGoal
Predict Match Results, Split Jackpot 

🎲Predict Winning team, draw 2 with 50TMT
🎲Predict…",19,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:46,Barbara Rowe,Barbara02669084,1.58E+18,"RT @binary_x: ❓Which team will lift the trophy? 🏆 

⚽Join #WorldCup2022 Result Prediction Campaign!

🏆Predict matches and Share $20000 Priz…",20,#WorldCup2022,1,NEUTRAL
1.59E+18,22/11/2022 12:46,Naveen Vb,NaveenVb55,9.41E+17,"RT @gnuseibeh: Qatar World Cup so far:

1. Invited extremist preacher banned from Britain to preach to Muslim fans 🇬🇧 
2. Banned Jewish wor…",24,,0,NEGATIVE
